month,category,total_visits,record_count,unique_stores,mean_daily_visits,data_type
2024-05-01,Activities Related to Credit Intermediation,386644,12400,400,31.18,derived
2024-06-01,Activities Related to Credit Intermediation,342818,11850,395,28.93,derived
2024-07-01,Activities Related to Credit Intermediation,383804,12276,396,31.26,derived
2024-08-01,Activities Related to Credit Intermediation,375922,12338,398,30.47,derived
2024-09-01,Activities Related to Credit Intermediation,338057,11970,399,28.24,derived
2024-10-01,Activities Related to Credit Intermediation,363119,12369,399,29.36,derived
2024-11-01,Activities Related to Credit Intermediation,367194,11910,397,30.83,derived
2024-12-01,Activities Related to Credit Intermediation,405807,12276,396,33.06,derived
2020-01-01,"Advertising, Public Relations, and Related Services",64370,1829,59,35.19,derived
2020-02-01,"Advertising, Public Relations, and Related Services",61076,1711,59,35.7,derived
2020-03-01,"Advertising, Public Relations, and Related Services",31008,1829,59,16.95,derived
2020-04-01,"Advertising, Public Relations, and Related Services",536,1770,59,0.3,derived
2020-05-01,"Advertising, Public Relations, and Related Services",27892,1829,59,15.25,derived
2020-06-01,"Advertising, Public Relations, and Related Services",49260,1770,59,27.83,derived
2020-07-01,"Advertising, Public Relations, and Related Services",47130,1829,59,25.77,derived
2020-08-01,"Advertising, Public Relations, and Related Services",46405,1829,59,25.37,derived
2020-09-01,"Advertising, Public Relations, and Related Services",47875,1770,59,27.05,derived
2020-10-01,"Advertising, Public Relations, and Related Services",50004,1829,59,27.34,derived
2020-11-01,"Advertising, Public Relations, and Related Services",51499,1770,59,29.1,derived
2020-12-01,"Advertising, Public Relations, and Related Services",59826,1829,59,32.71,derived
2021-01-01,"Advertising, Public Relations, and Related Services",40801,1829,59,22.31,derived
2021-02-01,"Advertising, Public Relations, and Related Services",35378,1624,58,21.78,derived
2021-03-01,"Advertising, Public Relations, and Related Services",52609,1798,58,29.26,derived
2021-04-01,"Advertising, Public Relations, and Related Services",54186,1740,58,31.14,derived
2021-05-01,"Advertising, Public Relations, and Related Services",54700,1798,58,30.42,derived
2021-06-01,"Advertising, Public Relations, and Related Services",53960,1710,57,31.56,derived
2021-07-01,"Advertising, Public Relations, and Related Services",57983,1767,57,32.81,derived
2021-08-01,"Advertising, Public Relations, and Related Services",54013,1767,57,30.57,derived
2021-09-01,"Advertising, Public Relations, and Related Services",51216,1710,57,29.95,derived
2021-10-01,"Advertising, Public Relations, and Related Services",51248,1736,56,29.52,derived
2021-11-01,"Advertising, Public Relations, and Related Services",56894,1710,57,33.27,derived
2021-12-01,"Advertising, Public Relations, and Related Services",69377,1767,57,39.26,derived
2022-01-01,"Advertising, Public Relations, and Related Services",47863,1767,57,27.09,derived
2022-02-01,"Advertising, Public Relations, and Related Services",46156,1596,57,28.92,derived
2022-03-01,"Advertising, Public Relations, and Related Services",55184,1767,57,31.23,derived
2022-04-01,"Advertising, Public Relations, and Related Services",53921,1710,57,31.53,derived
2022-05-01,"Advertising, Public Relations, and Related Services",53559,1767,57,30.31,derived
2022-06-01,"Advertising, Public Relations, and Related Services",55884,1740,58,32.12,derived
2022-07-01,"Advertising, Public Relations, and Related Services",57258,1798,58,31.85,derived
2022-08-01,"Advertising, Public Relations, and Related Services",59072,1798,58,32.85,derived
2022-09-01,"Advertising, Public Relations, and Related Services",53249,1770,59,30.08,derived
2022-10-01,"Advertising, Public Relations, and Related Services",53406,1829,59,29.2,derived
2022-11-01,"Advertising, Public Relations, and Related Services",56140,1770,59,31.72,derived
2022-12-01,"Advertising, Public Relations, and Related Services",69344,1829,59,37.91,derived
2023-01-01,"Advertising, Public Relations, and Related Services",51547,1829,59,28.18,derived
2023-02-01,"Advertising, Public Relations, and Related Services",48210,1652,59,29.18,derived
2023-03-01,"Advertising, Public Relations, and Related Services",55894,1829,59,30.56,derived
2023-04-01,"Advertising, Public Relations, and Related Services",54043,1830,61,29.53,derived
2023-05-01,"Advertising, Public Relations, and Related Services",58030,1891,61,30.69,derived
2023-06-01,"Advertising, Public Relations, and Related Services",58033,1830,61,31.71,derived
2023-07-01,"Advertising, Public Relations, and Related Services",60172,1922,62,31.31,derived
2023-08-01,"Advertising, Public Relations, and Related Services",60119,1922,62,31.28,derived
2023-09-01,"Advertising, Public Relations, and Related Services",55689,1890,63,29.47,derived
2023-10-01,"Advertising, Public Relations, and Related Services",54823,1953,63,28.07,derived
2023-11-01,"Advertising, Public Relations, and Related Services",59178,1890,63,31.31,derived
2023-12-01,"Advertising, Public Relations, and Related Services",68928,1984,64,34.74,derived
2024-01-01,"Advertising, Public Relations, and Related Services",55975,1922,62,29.12,derived
2024-02-01,"Advertising, Public Relations, and Related Services",52078,1798,62,28.96,derived
2024-03-01,"Advertising, Public Relations, and Related Services",56897,1922,62,29.6,derived
2024-04-01,"Advertising, Public Relations, and Related Services",56110,1860,62,30.17,derived
2024-05-01,"Advertising, Public Relations, and Related Services",60090,1922,62,31.26,derived
2024-06-01,"Advertising, Public Relations, and Related Services",56529,1860,62,30.39,derived
2024-07-01,"Advertising, Public Relations, and Related Services",60885,1922,62,31.68,derived
2024-08-01,"Advertising, Public Relations, and Related Services",60901,1922,62,31.69,derived
2024-09-01,"Advertising, Public Relations, and Related Services",52528,1860,62,28.24,derived
2024-10-01,"Advertising, Public Relations, and Related Services",55210,1891,61,29.2,derived
2024-11-01,"Advertising, Public Relations, and Related Services",59411,1830,61,32.47,derived
2024-12-01,"Advertising, Public Relations, and Related Services",70928,1922,62,36.9,derived
2020-01-01,"Agencies, Brokerages, and Other Insurance Related Activities",6918349,210614,6794,32.85,derived
2020-02-01,"Agencies, Brokerages, and Other Insurance Related Activities",6210689,197026,6794,31.52,derived
2020-03-01,"Agencies, Brokerages, and Other Insurance Related Activities",3851252,210614,6794,18.29,derived
2020-04-01,"Agencies, Brokerages, and Other Insurance Related Activities",152692,203820,6794,0.75,derived
2020-05-01,"Agencies, Brokerages, and Other Insurance Related Activities",2839550,210614,6794,13.48,derived
2020-06-01,"Agencies, Brokerages, and Other Insurance Related Activities",5552925,203820,6794,27.24,derived
2020-07-01,"Agencies, Brokerages, and Other Insurance Related Activities",5712132,210614,6794,27.12,derived
2020-08-01,"Agencies, Brokerages, and Other Insurance Related Activities",5318824,210614,6794,25.25,derived
2020-09-01,"Agencies, Brokerages, and Other Insurance Related Activities",5444609,203820,6794,26.71,derived
2020-10-01,"Agencies, Brokerages, and Other Insurance Related Activities",5589749,210614,6794,26.54,derived
2020-11-01,"Agencies, Brokerages, and Other Insurance Related Activities",5386464,203820,6794,26.43,derived
2020-12-01,"Agencies, Brokerages, and Other Insurance Related Activities",5879313,210614,6794,27.92,derived
2021-01-01,"Agencies, Brokerages, and Other Insurance Related Activities",4558076,210707,6797,21.63,derived
2021-02-01,"Agencies, Brokerages, and Other Insurance Related Activities",4069726,190316,6797,21.38,derived
2021-03-01,"Agencies, Brokerages, and Other Insurance Related Activities",6258718,210769,6799,29.69,derived
2021-04-01,"Agencies, Brokerages, and Other Insurance Related Activities",6416516,204030,6801,31.45,derived
2021-05-01,"Agencies, Brokerages, and Other Insurance Related Activities",6247369,211079,6809,29.6,derived
2021-06-01,"Agencies, Brokerages, and Other Insurance Related Activities",6603252,204540,6818,32.28,derived
2021-07-01,"Agencies, Brokerages, and Other Insurance Related Activities",6784463,211451,6821,32.09,derived
2021-08-01,"Agencies, Brokerages, and Other Insurance Related Activities",6546668,211544,6824,30.95,derived
2021-09-01,"Agencies, Brokerages, and Other Insurance Related Activities",6357578,204750,6825,31.05,derived
2021-10-01,"Agencies, Brokerages, and Other Insurance Related Activities",6219299,213187,6877,29.17,derived
2021-11-01,"Agencies, Brokerages, and Other Insurance Related Activities",6259941,206010,6867,30.39,derived
2021-12-01,"Agencies, Brokerages, and Other Insurance Related Activities",6925931,212970,6870,32.52,derived
2022-01-01,"Agencies, Brokerages, and Other Insurance Related Activities",5530608,212753,6863,26.0,derived
2022-02-01,"Agencies, Brokerages, and Other Insurance Related Activities",5584806,191744,6848,29.13,derived
2022-03-01,"Agencies, Brokerages, and Other Insurance Related Activities",6666383,212226,6846,31.41,derived
2022-04-01,"Agencies, Brokerages, and Other Insurance Related Activities",6341263,205380,6846,30.88,derived
2022-05-01,"Agencies, Brokerages, and Other Insurance Related Activities",6464485,211761,6831,30.53,derived
2022-06-01,"Agencies, Brokerages, and Other Insurance Related Activities",6464865,204900,6830,31.55,derived
2022-07-01,"Agencies, Brokerages, and Other Insurance Related Activities",6370979,211265,6815,30.16,derived
2022-08-01,"Agencies, Brokerages, and Other Insurance Related Activities",6890540,211172,6812,32.63,derived
2022-09-01,"Agencies, Brokerages, and Other Insurance Related Activities",6395603,204360,6812,31.3,derived
2022-10-01,"Agencies, Brokerages, and Other Insurance Related Activities",6156157,210986,6806,29.18,derived
2022-11-01,"Agencies, Brokerages, and Other Insurance Related Activities",6053422,203730,6791,29.71,derived
2022-12-01,"Agencies, Brokerages, and Other Insurance Related Activities",7014657,209777,6767,33.44,derived
2023-01-01,"Agencies, Brokerages, and Other Insurance Related Activities",5912573,209343,6753,28.24,derived
2023-02-01,"Agencies, Brokerages, and Other Insurance Related Activities",5628267,188776,6742,29.81,derived
2023-03-01,"Agencies, Brokerages, and Other Insurance Related Activities",6496068,208661,6731,31.13,derived
2023-04-01,"Agencies, Brokerages, and Other Insurance Related Activities",5801862,201420,6714,28.8,derived
2023-05-01,"Agencies, Brokerages, and Other Insurance Related Activities",6600755,207607,6697,31.79,derived
2023-06-01,"Agencies, Brokerages, and Other Insurance Related Activities",6462664,200520,6684,32.23,derived
2023-07-01,"Agencies, Brokerages, and Other Insurance Related Activities",6255917,206398,6658,30.31,derived
2023-08-01,"Agencies, Brokerages, and Other Insurance Related Activities",6631298,205964,6644,32.2,derived
2023-09-01,"Agencies, Brokerages, and Other Insurance Related Activities",5953802,198750,6625,29.96,derived
2023-10-01,"Agencies, Brokerages, and Other Insurance Related Activities",6110514,204507,6597,29.88,derived
2023-11-01,"Agencies, Brokerages, and Other Insurance Related Activities",5892364,197100,6570,29.9,derived
2023-12-01,"Agencies, Brokerages, and Other Insurance Related Activities",6365952,203050,6550,31.35,derived
2024-01-01,"Agencies, Brokerages, and Other Insurance Related Activities",5825059,202027,6517,28.83,derived
2024-02-01,"Agencies, Brokerages, and Other Insurance Related Activities",5785121,188210,6490,30.74,derived
2024-03-01,"Agencies, Brokerages, and Other Insurance Related Activities",5908627,200136,6456,29.52,derived
2024-04-01,"Agencies, Brokerages, and Other Insurance Related Activities",5930009,192780,6426,30.76,derived
2024-05-01,"Agencies, Brokerages, and Other Insurance Related Activities",6369637,199020,6420,32.01,derived
2024-06-01,"Agencies, Brokerages, and Other Insurance Related Activities",5752438,192150,6405,29.94,derived
2024-07-01,"Agencies, Brokerages, and Other Insurance Related Activities",6476245,198028,6388,32.7,derived
2024-08-01,"Agencies, Brokerages, and Other Insurance Related Activities",6272506,197253,6363,31.8,derived
2024-09-01,"Agencies, Brokerages, and Other Insurance Related Activities",5690331,190770,6359,29.83,derived
2024-10-01,"Agencies, Brokerages, and Other Insurance Related Activities",6096353,196633,6343,31.0,derived
2024-11-01,"Agencies, Brokerages, and Other Insurance Related Activities",5512153,189300,6310,29.12,derived
2024-12-01,"Agencies, Brokerages, and Other Insurance Related Activities",6386004,195083,6293,32.73,derived
2020-01-01,Amusement Parks and Arcades,787328,1302,42,604.71,derived
2020-02-01,Amusement Parks and Arcades,771781,1218,42,633.65,derived
2020-03-01,Amusement Parks and Arcades,421748,1302,42,323.92,derived
2020-04-01,Amusement Parks and Arcades,282,1260,42,0.22,derived
2020-05-01,Amusement Parks and Arcades,351989,1302,42,270.34,derived
2020-06-01,Amusement Parks and Arcades,594940,1260,42,472.17,derived
2020-07-01,Amusement Parks and Arcades,601690,1302,42,462.13,derived
2020-08-01,Amusement Parks and Arcades,672209,1302,42,516.29,derived
2020-09-01,Amusement Parks and Arcades,633244,1260,42,502.57,derived
2020-10-01,Amusement Parks and Arcades,707747,1302,42,543.58,derived
2020-11-01,Amusement Parks and Arcades,698869,1260,42,554.66,derived
2020-12-01,Amusement Parks and Arcades,674359,1333,43,505.9,derived
2021-01-01,Amusement Parks and Arcades,592645,1333,43,444.59,derived
2021-02-01,Amusement Parks and Arcades,506818,1204,43,420.95,derived
2021-03-01,Amusement Parks and Arcades,703439,1333,43,527.71,derived
2021-04-01,Amusement Parks and Arcades,704421,1200,40,587.02,derived
2021-05-01,Amusement Parks and Arcades,784104,1178,38,665.62,derived
2021-06-01,Amusement Parks and Arcades,746157,1080,36,690.89,derived
2021-07-01,Amusement Parks and Arcades,837510,1116,36,750.46,derived
2021-08-01,Amusement Parks and Arcades,748667,1116,36,670.85,derived
2021-09-01,Amusement Parks and Arcades,663703,1050,35,632.1,derived
2021-10-01,Amusement Parks and Arcades,741609,1085,35,683.51,derived
2021-11-01,Amusement Parks and Arcades,714736,1050,35,680.7,derived
2021-12-01,Amusement Parks and Arcades,761039,1085,35,701.42,derived
2022-01-01,Amusement Parks and Arcades,585547,1085,35,539.67,derived
2022-02-01,Amusement Parks and Arcades,570776,980,35,582.42,derived
2022-03-01,Amusement Parks and Arcades,670945,1054,34,636.57,derived
2022-04-01,Amusement Parks and Arcades,697945,1020,34,684.26,derived
2022-05-01,Amusement Parks and Arcades,699044,1054,34,663.23,derived
2022-06-01,Amusement Parks and Arcades,732992,990,33,740.4,derived
2022-07-01,Amusement Parks and Arcades,825130,1023,33,806.58,derived
2022-08-01,Amusement Parks and Arcades,779853,1023,33,762.32,derived
2022-09-01,Amusement Parks and Arcades,666353,990,33,673.08,derived
2022-10-01,Amusement Parks and Arcades,701167,1023,33,685.4,derived
2022-11-01,Amusement Parks and Arcades,695932,990,33,702.96,derived
2022-12-01,Amusement Parks and Arcades,755573,1023,33,738.59,derived
2023-01-01,Amusement Parks and Arcades,601801,992,32,606.65,derived
2023-02-01,Amusement Parks and Arcades,579809,896,32,647.11,derived
2023-03-01,Amusement Parks and Arcades,653435,992,32,658.7,derived
2023-04-01,Amusement Parks and Arcades,682850,960,32,711.3,derived
2023-05-01,Amusement Parks and Arcades,671078,992,32,676.49,derived
2023-06-01,Amusement Parks and Arcades,726879,960,32,757.17,derived
2023-07-01,Amusement Parks and Arcades,812326,992,32,818.88,derived
2023-08-01,Amusement Parks and Arcades,737707,992,32,743.66,derived
2023-09-01,Amusement Parks and Arcades,669047,960,32,696.92,derived
2023-10-01,Amusement Parks and Arcades,664986,992,32,670.35,derived
2023-11-01,Amusement Parks and Arcades,699108,990,33,706.17,derived
2023-12-01,Amusement Parks and Arcades,836202,1023,33,817.4,derived
2024-01-01,Amusement Parks and Arcades,573845,1023,33,560.94,derived
2024-02-01,Amusement Parks and Arcades,608811,957,33,636.17,derived
2024-03-01,Amusement Parks and Arcades,727139,1023,33,710.79,derived
2024-04-01,Amusement Parks and Arcades,621490,990,33,627.77,derived
2024-05-01,Amusement Parks and Arcades,695524,1054,34,659.89,derived
2024-06-01,Amusement Parks and Arcades,729625,1020,34,715.32,derived
2024-07-01,Amusement Parks and Arcades,702347,1054,34,666.36,derived
2024-08-01,Amusement Parks and Arcades,734886,1054,34,697.24,derived
2024-09-01,Amusement Parks and Arcades,601690,1020,34,589.89,derived
2024-10-01,Amusement Parks and Arcades,636964,1054,34,604.33,derived
2024-11-01,Amusement Parks and Arcades,709114,1080,36,656.59,derived
2024-12-01,Amusement Parks and Arcades,789668,1116,36,707.59,derived
2020-01-01,Animal Food Manufacturing,3176,31,1,102.45,derived
2020-02-01,Animal Food Manufacturing,3213,29,1,110.79,derived
2020-03-01,Animal Food Manufacturing,1819,31,1,58.68,derived
2020-04-01,Animal Food Manufacturing,0,30,1,0.0,derived
2020-05-01,Animal Food Manufacturing,0,31,1,0.0,derived
2020-06-01,Animal Food Manufacturing,1426,30,1,47.53,derived
2020-07-01,Animal Food Manufacturing,2586,31,1,83.42,derived
2020-08-01,Animal Food Manufacturing,2579,31,1,83.19,derived
2020-09-01,Animal Food Manufacturing,2497,30,1,83.23,derived
2020-10-01,Animal Food Manufacturing,2614,31,1,84.32,derived
2020-11-01,Animal Food Manufacturing,2612,30,1,87.07,derived
2020-12-01,Animal Food Manufacturing,2783,31,1,89.77,derived
2021-01-01,Animal Food Manufacturing,2710,31,1,87.42,derived
2021-02-01,Animal Food Manufacturing,2561,28,1,91.46,derived
2021-03-01,Animal Food Manufacturing,3034,31,1,97.87,derived
2021-04-01,Animal Food Manufacturing,2829,30,1,94.3,derived
2021-05-01,Animal Food Manufacturing,3163,31,1,102.03,derived
2021-06-01,Animal Food Manufacturing,3145,30,1,104.83,derived
2021-07-01,Animal Food Manufacturing,3273,31,1,105.58,derived
2021-08-01,Animal Food Manufacturing,3326,31,1,107.29,derived
2021-09-01,Animal Food Manufacturing,3017,30,1,100.57,derived
2021-10-01,Animal Food Manufacturing,3003,31,1,96.87,derived
2021-11-01,Animal Food Manufacturing,3054,30,1,101.8,derived
2021-12-01,Animal Food Manufacturing,3024,31,1,97.55,derived
2022-01-01,Animal Food Manufacturing,2495,31,1,80.48,derived
2022-02-01,Animal Food Manufacturing,2394,28,1,85.5,derived
2022-03-01,Animal Food Manufacturing,2906,31,1,93.74,derived
2022-04-01,Animal Food Manufacturing,2943,30,1,98.1,derived
2022-05-01,Animal Food Manufacturing,3162,31,1,102.0,derived
2022-06-01,Animal Food Manufacturing,3237,30,1,107.9,derived
2022-07-01,Animal Food Manufacturing,3317,31,1,107.0,derived
2022-08-01,Animal Food Manufacturing,3327,31,1,107.32,derived
2022-09-01,Animal Food Manufacturing,2992,30,1,99.73,derived
2022-10-01,Animal Food Manufacturing,3036,31,1,97.94,derived
2022-11-01,Animal Food Manufacturing,3051,30,1,101.7,derived
2022-12-01,Animal Food Manufacturing,3080,31,1,99.35,derived
2023-01-01,Animal Food Manufacturing,2658,31,1,85.74,derived
2023-02-01,Animal Food Manufacturing,2494,28,1,89.07,derived
2023-03-01,Animal Food Manufacturing,2919,31,1,94.16,derived
2023-04-01,Animal Food Manufacturing,2881,30,1,96.03,derived
2023-05-01,Animal Food Manufacturing,3162,31,1,102.0,derived
2023-06-01,Animal Food Manufacturing,3114,30,1,103.8,derived
2023-07-01,Animal Food Manufacturing,3113,31,1,100.42,derived
2023-08-01,Animal Food Manufacturing,3125,31,1,100.81,derived
2023-09-01,Animal Food Manufacturing,2895,30,1,96.5,derived
2023-10-01,Animal Food Manufacturing,2887,31,1,93.13,derived
2023-11-01,Animal Food Manufacturing,3003,30,1,100.1,derived
2023-12-01,Animal Food Manufacturing,3131,31,1,101.0,derived
2024-01-01,Animal Food Manufacturing,2655,31,1,85.65,derived
2024-02-01,Animal Food Manufacturing,2381,29,1,82.1,derived
2024-03-01,Animal Food Manufacturing,2796,31,1,90.19,derived
2024-04-01,Animal Food Manufacturing,2642,30,1,88.07,derived
2024-05-01,Animal Food Manufacturing,2992,31,1,96.52,derived
2024-06-01,Animal Food Manufacturing,3159,30,1,105.3,derived
2024-07-01,Animal Food Manufacturing,3121,31,1,100.68,derived
2024-08-01,Animal Food Manufacturing,3164,31,1,102.06,derived
2024-09-01,Animal Food Manufacturing,2780,30,1,92.67,derived
2024-10-01,Animal Food Manufacturing,2821,31,1,91.0,derived
2024-11-01,Animal Food Manufacturing,3020,30,1,100.67,derived
2024-12-01,Animal Food Manufacturing,3108,31,1,100.26,derived
2020-01-01,Apparel Accessories and Other Apparel Manufacturing,22294,1054,34,21.15,derived
2020-02-01,Apparel Accessories and Other Apparel Manufacturing,19880,986,34,20.16,derived
2020-03-01,Apparel Accessories and Other Apparel Manufacturing,11933,1054,34,11.32,derived
2020-04-01,Apparel Accessories and Other Apparel Manufacturing,483,1020,34,0.47,derived
2020-05-01,Apparel Accessories and Other Apparel Manufacturing,8600,1054,34,8.16,derived
2020-06-01,Apparel Accessories and Other Apparel Manufacturing,14969,1020,34,14.68,derived
2020-07-01,Apparel Accessories and Other Apparel Manufacturing,15043,1054,34,14.27,derived
2020-08-01,Apparel Accessories and Other Apparel Manufacturing,14135,1054,34,13.41,derived
2020-09-01,Apparel Accessories and Other Apparel Manufacturing,14859,1020,34,14.57,derived
2020-10-01,Apparel Accessories and Other Apparel Manufacturing,15241,1054,34,14.46,derived
2020-11-01,Apparel Accessories and Other Apparel Manufacturing,17133,1050,35,16.32,derived
2020-12-01,Apparel Accessories and Other Apparel Manufacturing,18987,1085,35,17.5,derived
2021-01-01,Apparel Accessories and Other Apparel Manufacturing,13132,1085,35,12.1,derived
2021-02-01,Apparel Accessories and Other Apparel Manufacturing,11396,980,35,11.63,derived
2021-03-01,Apparel Accessories and Other Apparel Manufacturing,18141,1085,35,16.72,derived
2021-04-01,Apparel Accessories and Other Apparel Manufacturing,19148,1050,35,18.24,derived
2021-05-01,Apparel Accessories and Other Apparel Manufacturing,18776,1085,35,17.31,derived
2021-06-01,Apparel Accessories and Other Apparel Manufacturing,19282,1050,35,18.36,derived
2021-07-01,Apparel Accessories and Other Apparel Manufacturing,19661,1085,35,18.12,derived
2021-08-01,Apparel Accessories and Other Apparel Manufacturing,18187,1054,34,17.26,derived
2021-09-01,Apparel Accessories and Other Apparel Manufacturing,18006,1020,34,17.65,derived
2021-10-01,Apparel Accessories and Other Apparel Manufacturing,17370,1054,34,16.48,derived
2021-11-01,Apparel Accessories and Other Apparel Manufacturing,19372,1020,34,18.99,derived
2021-12-01,Apparel Accessories and Other Apparel Manufacturing,21940,1054,34,20.82,derived
2022-01-01,Apparel Accessories and Other Apparel Manufacturing,15918,1023,33,15.56,derived
2022-02-01,Apparel Accessories and Other Apparel Manufacturing,15469,924,33,16.74,derived
2022-03-01,Apparel Accessories and Other Apparel Manufacturing,18990,1023,33,18.56,derived
2022-04-01,Apparel Accessories and Other Apparel Manufacturing,18713,1020,34,18.35,derived
2022-05-01,Apparel Accessories and Other Apparel Manufacturing,19305,1054,34,18.32,derived
2022-06-01,Apparel Accessories and Other Apparel Manufacturing,19298,1020,34,18.92,derived
2022-07-01,Apparel Accessories and Other Apparel Manufacturing,18528,1054,34,17.58,derived
2022-08-01,Apparel Accessories and Other Apparel Manufacturing,19905,1054,34,18.89,derived
2022-09-01,Apparel Accessories and Other Apparel Manufacturing,18567,1020,34,18.2,derived
2022-10-01,Apparel Accessories and Other Apparel Manufacturing,17702,1054,34,16.8,derived
2022-11-01,Apparel Accessories and Other Apparel Manufacturing,19865,1050,35,18.92,derived
2022-12-01,Apparel Accessories and Other Apparel Manufacturing,22663,1085,35,20.89,derived
2023-01-01,Apparel Accessories and Other Apparel Manufacturing,18108,1085,35,16.69,derived
2023-02-01,Apparel Accessories and Other Apparel Manufacturing,16537,952,34,17.37,derived
2023-03-01,Apparel Accessories and Other Apparel Manufacturing,19781,1054,34,18.77,derived
2023-04-01,Apparel Accessories and Other Apparel Manufacturing,17745,1020,34,17.4,derived
2023-05-01,Apparel Accessories and Other Apparel Manufacturing,19974,1054,34,18.95,derived
2023-06-01,Apparel Accessories and Other Apparel Manufacturing,19281,1020,34,18.9,derived
2023-07-01,Apparel Accessories and Other Apparel Manufacturing,18750,1054,34,17.79,derived
2023-08-01,Apparel Accessories and Other Apparel Manufacturing,20087,1085,35,18.51,derived
2023-09-01,Apparel Accessories and Other Apparel Manufacturing,19241,1080,36,17.82,derived
2023-10-01,Apparel Accessories and Other Apparel Manufacturing,18803,1085,35,17.33,derived
2023-11-01,Apparel Accessories and Other Apparel Manufacturing,19854,1050,35,18.91,derived
2023-12-01,Apparel Accessories and Other Apparel Manufacturing,21437,1085,35,19.76,derived
2024-01-01,Apparel Accessories and Other Apparel Manufacturing,18690,1085,35,17.23,derived
2024-02-01,Apparel Accessories and Other Apparel Manufacturing,17811,1015,35,17.55,derived
2024-03-01,Apparel Accessories and Other Apparel Manufacturing,18627,1085,35,17.17,derived
2024-04-01,Apparel Accessories and Other Apparel Manufacturing,18241,1020,34,17.88,derived
2024-05-01,Apparel Accessories and Other Apparel Manufacturing,19631,1085,35,18.09,derived
2024-06-01,Apparel Accessories and Other Apparel Manufacturing,17820,1050,35,16.97,derived
2024-07-01,Apparel Accessories and Other Apparel Manufacturing,19387,1085,35,17.87,derived
2024-08-01,Apparel Accessories and Other Apparel Manufacturing,18129,1023,33,17.72,derived
2024-09-01,Apparel Accessories and Other Apparel Manufacturing,16185,990,33,16.35,derived
2024-10-01,Apparel Accessories and Other Apparel Manufacturing,17348,1023,33,16.96,derived
2024-11-01,Apparel Accessories and Other Apparel Manufacturing,18262,990,33,18.45,derived
2024-12-01,Apparel Accessories and Other Apparel Manufacturing,20749,1023,33,20.28,derived
2020-01-01,Automobile Dealers,5171576,37696,1216,137.19,derived
2020-02-01,Automobile Dealers,5713722,35264,1216,162.03,derived
2020-03-01,Automobile Dealers,2535938,37696,1216,67.27,derived
2020-04-01,Automobile Dealers,10571,36480,1216,0.29,derived
2020-05-01,Automobile Dealers,355753,37696,1216,9.44,derived
2020-06-01,Automobile Dealers,1970857,36390,1213,54.16,derived
2020-07-01,Automobile Dealers,2802676,37572,1212,74.59,derived
2020-08-01,Automobile Dealers,2361515,37541,1211,62.9,derived
2020-09-01,Automobile Dealers,2326943,36450,1215,63.84,derived
2020-10-01,Automobile Dealers,2991123,37696,1216,79.35,derived
2020-11-01,Automobile Dealers,2922958,36480,1216,80.12,derived
2020-12-01,Automobile Dealers,2651744,37665,1215,70.4,derived
2021-01-01,Automobile Dealers,2183385,37665,1215,57.97,derived
2021-02-01,Automobile Dealers,2209400,34020,1215,64.94,derived
2021-03-01,Automobile Dealers,2888478,37882,1222,76.25,derived
2021-04-01,Automobile Dealers,2931744,36720,1224,79.84,derived
2021-05-01,Automobile Dealers,4188175,37975,1225,110.29,derived
2021-06-01,Automobile Dealers,3157768,36780,1226,85.86,derived
2021-07-01,Automobile Dealers,3995795,38037,1227,105.05,derived
2021-08-01,Automobile Dealers,4201788,38161,1231,110.11,derived
2021-09-01,Automobile Dealers,2796505,36900,1230,75.79,derived
2021-10-01,Automobile Dealers,3292761,38254,1234,86.08,derived
2021-11-01,Automobile Dealers,4205076,37050,1235,113.5,derived
2021-12-01,Automobile Dealers,2674239,38285,1235,69.85,derived
2022-01-01,Automobile Dealers,2274284,38254,1234,59.45,derived
2022-02-01,Automobile Dealers,3400764,34552,1234,98.42,derived
2022-03-01,Automobile Dealers,3798321,38223,1233,99.37,derived
2022-04-01,Automobile Dealers,3281010,37170,1239,88.27,derived
2022-05-01,Automobile Dealers,3573514,38440,1240,92.96,derived
2022-06-01,Automobile Dealers,2008074,37200,1240,53.98,derived
2022-07-01,Automobile Dealers,2656083,38533,1243,68.93,derived
2022-08-01,Automobile Dealers,2964496,38595,1245,76.81,derived
2022-09-01,Automobile Dealers,2661932,37260,1242,71.44,derived
2022-10-01,Automobile Dealers,2970218,38533,1243,77.08,derived
2022-11-01,Automobile Dealers,3272031,37320,1244,87.68,derived
2022-12-01,Automobile Dealers,3672783,38564,1244,95.24,derived
2023-01-01,Automobile Dealers,3546197,38502,1242,92.1,derived
2023-02-01,Automobile Dealers,3399635,34664,1238,98.07,derived
2023-03-01,Automobile Dealers,3460394,38533,1243,89.8,derived
2023-04-01,Automobile Dealers,3836083,37260,1242,102.95,derived
2023-05-01,Automobile Dealers,3997137,38595,1245,103.57,derived
2023-06-01,Automobile Dealers,4738938,37320,1244,126.98,derived
2023-07-01,Automobile Dealers,4884913,38533,1243,126.77,derived
2023-08-01,Automobile Dealers,4587209,38657,1247,118.66,derived
2023-09-01,Automobile Dealers,4723006,37530,1251,125.85,derived
2023-10-01,Automobile Dealers,4436856,38750,1250,114.5,derived
2023-11-01,Automobile Dealers,4957882,37470,1249,132.32,derived
2023-12-01,Automobile Dealers,6300376,38843,1253,162.2,derived
2024-01-01,Automobile Dealers,3801548,38874,1254,97.79,derived
